geo_param_run,geo_param_vehicle_length,geo_param_vehicle_width,geo_param_vehicle_height,geo_param_front_overhang,geo_param_front_planview,geo_param_hood_angle,geo_param_approach_angle,geo_param_windscreen_angle,geo_param_greenhouse_tapering,geo_param_backlight_angle,geo_param_decklid_height,geo_param_rearend_tapering,geo_param_rear_overhang,geo_param_rear_diffusor_angle,geo_param_vehicle_ride_height,geo_param_vehicle_pitch,run_id,force_run,force_cd,force_cl,force_clf,force_clr,force_cs,force_constref_run,force_constref_cd,force_constref_cl,force_constref_clf,force_constref_clr,force_constref_cs,source_dataset,dataset_version,ingested_at,source_file_count,source_files_json,cd,cl,cs
378,33.7313,-51.9828,52.323,-39.7455,56.1807,26.2004,23.5242,-36.1327,-83.1169,1.15193,-35.6587,23.4318,-21.2062,-48.4646,-28.8005,0.930046,378,378.0,0.2760473,0.1355525,0.01856908,0.1169835,0.01907658,378.0,0.2710861,0.1331163,0.0168821,0.1162342,0.01873373,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2760473,0.1355525,0.01907658
379,-66.2687,98.0172,2.32297,-102.245,18.6807,1.20045,6.02419,-111.133,66.8831,-73.8481,39.3413,-16.5682,-83.7062,26.5354,46.1995,0.430046,379,379.0,0.313145,0.1150571,0.009929014,0.105128,0.03095908,379.0,0.3441709,0.1264567,0.01369874,0.112758,0.03402645,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.313145,0.1150571,0.03095908
380,133.731,-1.98279,-97.677,22.7545,-56.3193,-48.7996,-28.9758,38.8673,-33.1169,76.1519,-10.6587,63.4318,41.2938,-23.4646,-3.80046,-0.569954,380,380.0,0.2676491,-0.0107679,-0.1715147,0.1607468,0.03023876,380.0,0.2564251,-0.01031634,-0.1716638,0.1613475,0.02897068,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2676491,-0.0107679,0.03023876
381,-116.269,-26.9828,-22.677,-8.49546,-0.0692993,38.7004,-2.72581,1.36732,41.8831,38.6519,26.8413,43.4318,-114.956,-35.9646,33.6995,-0.819954,381,381.0,0.2947757,0.02915817,-0.1280648,0.157223,0.04151039,381.0,0.2847234,0.02816384,-0.1173107,0.1454745,0.04009483,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2947757,0.02915817,0.04151039
382,83.7313,73.0172,77.323,-133.495,74.9307,-11.2996,-37.7258,-148.633,-58.1169,188.652,-23.1587,-36.5682,10.0438,14.0354,-16.3005,0.180046,382,382.0,0.2639898,0.04080645,-0.08234849,0.1231549,0.01264292,382.0,0.3053522,0.04720008,-0.09948541,0.1466855,0.01462383,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2639898,0.04080645,0.01264292
383,-16.2687,23.0172,27.323,54.0045,37.4307,-36.2996,14.7742,76.3673,91.8831,113.652,-48.1587,-76.5682,-52.4562,-10.9646,-41.3005,-0.319954,383,383.0,0.2568673,0.049195,-0.09009989,0.1392949,0.01064148,383.0,0.2607735,0.04994313,-0.0905981,0.1405412,0.01080331,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2568673,0.049195,0.01064148
384,183.731,-76.9828,-72.677,-70.9955,-37.5693,13.7004,-20.2258,-73.6327,-8.11693,-36.3481,1.84127,3.43184,72.5438,39.0354,8.69954,0.680046,384,384.0,0.2681709,-0.03192646,-0.05031719,0.01839073,0.006638653,384.0,0.2335682,-0.02780692,-0.04487568,0.01706876,0.005782053,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2681709,-0.03192646,0.006638653
385,188.419,34.736,-14.0833,-79.7845,11.0635,25.8098,-12.843,-65.4296,-80.7732,168.73,-6.36186,17.8068,59.8485,-36.3552,-18.2536,0.984734,385,385.0,0.2679633,0.1066959,0.01387424,0.09282164,0.01149002,385.0,0.279324,0.1112194,0.007939948,0.1032794,0.01197716,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2679633,0.1066959,0.01149002
386,-11.5812,-65.264,85.9167,45.2155,-63.9365,-24.1902,22.157,84.5704,19.2268,18.7301,43.6381,-62.1932,-65.1515,13.6448,31.7464,-0.0152661,386,386.0,0.2850415,-0.06216669,-0.09286045,0.03069376,0.02691717,386.0,0.2787364,-0.06079157,-0.09067519,0.02988361,0.02632176,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2850415,-0.06216669,0.02691717
387,-111.581,84.736,35.9167,-17.2845,48.5635,-49.1902,4.657,9.57044,-30.7732,-56.2699,18.6381,57.8068,-127.652,-11.3552,6.74641,-0.515266,387,387.0,0.2994331,0.1085599,-0.08660125,0.1951612,0.05076054,387.0,0.3412434,0.1237183,-0.08973853,0.2134568,0.05784831,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2994331,0.1085599,0.05076054
388,88.4188,-15.264,-64.0833,-142.285,-26.4365,0.809824,-30.343,-140.43,69.2268,93.7301,-31.3619,-22.1932,-2.65154,38.6448,-43.2536,0.484734,388,388.0,0.253024,0.0425149,-0.05390721,0.09642211,0.008403632,388.0,0.231686,0.03892954,-0.05214403,0.09107357,0.007694939,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.253024,0.0425149,0.008403632
389,238.419,-40.264,10.9167,76.4655,29.8135,-11.6902,-4.093,122.07,-55.7732,56.2301,6.13814,-42.1932,91.0985,26.1448,-5.75359,0.234734,389,389.0,0.2604568,-0.04800096,-0.0764023,0.02840134,0.004493395,389.0,0.2540954,-0.04682859,-0.0769013,0.03007271,0.004383648,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2604568,-0.04800096,0.004493395
390,38.4188,59.736,-89.0833,-48.5345,-45.1865,38.3098,-39.093,-27.9296,44.2268,-93.7699,-43.8619,37.8068,-33.9015,-23.8552,44.2464,-0.765266,390,390.0,0.2951659,0.03762082,-0.1638605,0.2014813,0.04037408,390.0,0.302647,0.03857434,-0.1708179,0.2093922,0.04139739,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2951659,0.03762082,0.04037408
391,-61.5812,9.73596,60.9167,-111.035,67.3135,13.3098,13.407,-102.93,-5.77318,131.23,31.1381,-2.19316,-96.4015,-48.8552,19.2464,0.734734,391,391.0,0.3009188,0.1174139,0.01117124,0.1062426,0.04350354,391.0,0.3149247,0.1228787,0.0141726,0.1087061,0.04552836,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.3009188,0.1174139,0.04350354
392,138.419,-90.264,-39.0833,13.9655,-7.68649,-36.6902,-21.593,47.0704,94.2268,-18.7699,-18.8619,-82.1932,28.5985,1.14478,-30.7536,-0.265266,392,392.0,0.2546753,-0.09011243,-0.1352091,0.04509671,0.005254288,392.0,0.2178236,-0.07707312,-0.1175523,0.04047914,0.00449399,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2546753,-0.09011243,0.005254288
393,213.419,97.236,98.4167,-126.66,20.4385,-42.9402,26.532,-121.68,-68.2732,-37.5199,49.8881,-12.1932,75.4735,-5.10522,37.9964,0.609734,393,393.0,0.2857324,0.05222705,0.00793407,0.04429298,-1.782776e-05,393.0,0.3470925,0.06344263,0.005528055,0.05791457,-2.165621e-05,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2857324,0.05222705,-1.782776e-05
394,13.4188,-2.76404,-1.58328,-1.65952,-54.5615,7.05982,-8.468,28.3204,31.7268,112.48,-0.111857,67.8068,-49.5265,44.8948,-12.0036,-0.390266,394,394.0,0.2761586,0.01887572,-0.1238147,0.1426904,0.03896464,394.0,0.2745042,0.01876264,-0.1237256,0.1424882,0.03873121,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2761586,0.01887572,0.03896464
395,-86.5812,-52.764,-51.5833,-64.1595,57.9385,-17.9402,-25.968,-46.6796,-18.2732,37.4801,-25.1119,27.8068,-112.027,19.8948,-37.0036,-0.890266,395,395.0,0.2637959,-0.01148262,-0.2028705,0.1913879,0.03736111,395.0,0.2436161,-0.01060423,-0.1818209,0.1712167,0.03450307,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2637959,-0.01148262,0.03736111
396,113.419,47.236,48.4167,60.8405,-17.0615,32.0598,9.032,103.32,81.7268,187.48,24.8881,-52.1932,12.9735,-30.1052,12.9964,0.109734,396,396.0,0.2882521,0.01470742,-0.05018403,0.06489145,0.01762436,396.0,0.3069819,0.01566306,-0.05624321,0.07190627,0.01876954,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2882521,0.01470742,0.01762436
397,-136.581,22.236,-76.5833,29.5905,39.1885,19.5598,-34.718,65.8204,-43.2732,149.98,-37.6119,-72.1932,-143.277,-42.6052,-49.5036,-0.140266,397,397.0,0.2695405,0.1056814,-0.1354777,0.2411591,0.003870469,397.0,0.2609699,0.102321,-0.1196738,0.2219948,0.003747398,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2695405,0.1056814,0.003870469
398,63.4188,-77.764,23.4167,-95.4095,-35.8115,-30.4402,0.281999,-84.1796,56.7268,-0.0199437,12.3881,7.80684,-18.2765,7.39478,0.496411,0.859734,398,398.0,0.2763452,0.02663681,-0.02585747,0.05249428,0.02895191,398.0,0.2493474,0.0240345,-0.02439926,0.04843376,0.02612343,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2763452,0.02663681,0.02895191
399,-36.5812,72.236,-26.5833,92.0905,-73.3115,44.5598,-17.218,140.82,6.72682,-75.0199,-12.6119,-32.1932,-80.7765,-17.6052,-24.5036,0.359734,399,399.0,0.2785052,0.07962189,-0.07434266,0.1539645,0.0214497,399.0,0.2897994,0.0828508,-0.07521959,0.1580704,0.02231955,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2785052,0.07962189,0.0214497
400,163.419,-27.764,73.4167,-32.9095,1.68851,-5.44018,17.782,-9.17956,-93.2732,74.9801,37.3881,47.8068,44.2235,32.3948,25.4964,-0.640266,400,400.0,0.26482,-0.04905757,-0.1162928,0.06723523,0.01418491,400.0,0.2836137,-0.05253907,-0.1287538,0.07621473,0.01519158,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.26482,-0.04905757,0.01418491
401,200.919,65.986,-57.8333,-103.222,-59.249,-8.56518,6.8445,56.4454,-74.5232,-84.3949,-28.2369,2.80684,-57.339,29.2698,9.87141,-0.202766,401,401.0,0.2820272,0.08888372,-0.07081557,0.1596993,0.02894496,401.0,0.3006124,0.09474103,-0.08775143,0.1824925,0.03085239,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2820272,0.08888372,0.02894496
402,0.918841,-34.014,42.1667,21.778,15.751,41.4348,-28.1555,-93.5546,25.4768,65.6051,21.7631,-77.1932,67.661,-20.7302,-40.1286,0.797234,402,402.0,0.2642653,-0.01901401,-0.03822776,0.01921375,-0.005187932,402.0,0.2541575,-0.01828675,-0.03677103,0.01848429,-0.0049895,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2642653,-0.01901401,-0.005187932
403,-99.0812,-84.014,-7.83328,-40.722,-21.749,16.4348,24.3445,131.445,-24.5232,-9.39494,-3.23686,42.8068,5.16096,-45.7302,34.8714,0.297234,403,,,,,,,,,,,,,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",,,
